transaction_id,account_id,timestamp,device_id,ip_address,geo_lat,geo_lon,amount,merchant_category,is_new_device,is_new_geo,status,label
txn_3e6962f15b6a,acc_7aa37a623b,2026-07-30 17:30:43.707321,dev_f06a26db6489,221.104.64.126,25.46334,85.23157,866.9,subscription,False,False,success,normal
txn_ddc689fd055a,acc_f82039b9e5,2026-07-30 17:31:38.089291,dev_12ac4bf5cbfc,174.74.190.95,13.1131,80.12275,1113.75,fashion,False,False,success,normal
txn_32a6c9293e0f,acc_c353feab00,2026-07-30 17:32:06.165148,dev_3546903172bc,206.248.159.220,13.07394,80.16535,961.22,fashion,False,False,success,normal
txn_174e60b55067,acc_526d9db4b5,2026-07-30 17:32:26.784540,dev_656a5034a184,165.18.81.38,18.69757,73.93769,1963.12,gaming,False,False,success,normal
txn_cb73097dad4a,acc_c13850d35b,2026-07-30 17:42:37.716974,dev_e6ed3ea34a6e,209.36.112.191,19.21351,72.82283,448.73,gaming,False,False,success,normal
txn_e9e148d47738,acc_60438ff437,2026-07-30 17:48:11.753973,dev_158e031c3826,154.132.76.86,28.87841,77.09337,428.14,subscription,False,False,success,normal
txn_7434f7f14f49,acc_f0c82f5387,2026-07-30 17:48:22.384660,dev_6dd50e006906,223.242.209.174,28.59941,77.08761,275.89,food_delivery,False,False,success,normal
txn_2cf578533bb2,acc_667c9d938c,2026-07-30 17:52:32.379710,dev_fee66f39c697,218.239.32.230,25.64099,85.09789,1377.09,subscription,False,False,success,normal
txn_167773a7471f,acc_0716ae5f59,2026-07-30 17:53:42.791781,dev_522db29f2bec,54.71.49.45,19.09536,72.85813,800.02,travel,False,False,success,normal
txn_136dab7be5bd,acc_e9c40a6af4,2026-07-30 17:58:37.698287,dev_b51c5a544a00,150.144.84.236,25.55651,85.1582,251.74,gaming,False,False,success,normal
txn_fa4621bb36cc,acc_4972a500d6,2026-07-30 18:17:28.429898,dev_aff9316030bc,180.51.108.13,19.12798,72.89602,269.03,subscription,False,False,success,normal
txn_d7e42fbba6ee,acc_7d84736392,2026-07-30 18:19:09.786770,dev_2f094510d851,96.227.229.183,13.037,77.59109,446.24,food_delivery,False,False,success,normal
txn_aafc2c4d0e42,acc_19f97af2d0,2026-07-30 18:20:14.964701,dev_49e410ff6500,206.88.196.80,28.86873,77.07772,495.07,electronics,False,False,success,normal
txn_24ed62579c90,acc_4b262fd784,2026-07-30 18:22:36.803870,dev_2b3fb4f73124,23.203.80.252,25.51139,85.32091,1077.79,gaming,False,False,success,normal
txn_13a8cf028a9f,acc_b09d184c24,2026-07-30 18:23:26.407174,dev_6ee4ebd2858d,4.76.126.139,13.04289,80.27963,383.51,ecommerce_general,False,False,success,normal
txn_5545a39432b4,acc_ecffad4a9d,2026-07-30 18:24:03.183826,dev_2a6b9bbc11fb,193.215.56.252,25.66926,85.10626,634.0,gifting,False,False,success,normal
txn_58dd6f4f383f,acc_e48b8ab376,2026-07-30 18:29:40.532366,dev_99d95c859e2a,205.48.31.70,17.36864,78.44283,1327.73,ecommerce_general,False,False,success,normal
txn_6596078b4b37,acc_5cd98bf05d,2026-07-30 18:39:58.190876,dev_a3b2f06d4378,220.254.124.151,12.91082,77.56459,455.38,b2b_services,False,False,success,normal
txn_8e65bbb84594,acc_82f3a52930,2026-07-30 18:44:14.839810,dev_c3a0d55d0e03,39.137.22.165,12.88298,77.74488,149.85,gaming,False,False,success,normal
txn_819776480dd1,acc_3c0ba9151c,2026-07-30 18:48:28.597385,dev_b9ebb7f556a9,207.63.43.120,13.03399,80.25136,2361.94,ecommerce_general,False,False,success,normal
txn_ac86d4fe05bc,acc_432b47ad91,2026-07-30 18:50:34.871252,dev_9c23c9ad2b03,130.200.32.11,13.0667,77.46264,196.39,electronics,False,False,success,normal
txn_9ee9690b5436,acc_bcbb58915e,2026-07-30 18:50:56.754435,dev_bcc7f8751c59,167.58.39.199,17.2429,78.51552,907.52,b2b_services,False,False,success,normal
txn_9a1d913a1397,acc_667c9d938c,2026-07-30 19:04:57.231871,dev_06cc78209d4a,20.144.36.45,25.60633,84.9652,3007.15,fashion,False,False,success,normal
txn_172e5bf7ed07,acc_f54ab75d34,2026-07-30 19:08:51.322041,dev_06650919a997,192.198.3.240,28.69055,77.02058,442.74,ecommerce_general,False,False,success,normal
txn_d03a60b7bf50,acc_c636209aeb,2026-07-30 19:09:50.267491,dev_1f06ad33f3bd,130.52.88.37,17.31521,78.56081,240.49,electronics,False,False,success,normal
txn_de623d8ad494,acc_d69f33f3fe,2026-07-30 19:28:57.112629,dev_e7834befd670,131.127.28.240,28.67261,77.13556,371.02,b2b_services,False,False,success,normal
txn_e1b9fd9bdfe3,acc_73285a9f61,2026-07-30 19:30:11.529111,dev_599a5c4944d0,174.15.179.163,13.11062,77.59091,2614.58,travel,False,False,success,normal
txn_0bebc3f382f1,acc_149e20938f,2026-07-30 19:36:20.217931,dev_271c5c16247f,223.177.228.106,17.39129,78.36128,1381.84,ecommerce_general,False,False,success,normal
txn_c71ed12ea944,acc_5a834544a6,2026-07-30 19:57:36.424587,dev_60f8b3b56bfb,144.55.98.37,18.54866,73.69552,772.11,food_delivery,False,False,success,normal
txn_768280246c4f,acc_4b262fd784,2026-07-30 20:00:24.398971,dev_2b3fb4f73124,222.132.63.232,25.52415,85.05092,266.08,gaming,False,False,success,normal
txn_1b56ad654603,acc_3266f02067,2026-07-30 20:07:45.003688,dev_2ec61c3a1327,136.165.180.253,22.46025,88.31764,705.89,travel,False,True,success,normal
txn_3e3b2c7051dd,acc_ba377b44ec,2026-07-30 20:17:03.745478,dev_691fe6e3cc22,198.161.70.231,13.09967,80.36146,499.74,gaming,False,False,success,normal
txn_2d45c1b80e41,acc_108c7fd74a,2026-07-30 20:49:56.343006,dev_ee11f4cf87af,220.92.248.52,17.50941,78.55894,658.67,electronics,False,False,success,normal
txn_06a994d07a3d,acc_b09d184c24,2026-07-30 20:55:46.727381,dev_32bfea1aa68d,190.244.154.18,13.08162,80.04351,334.88,food_delivery,False,False,success,normal
txn_2d60c0918b66,acc_24ff04e866,2026-07-30 21:02:04.794526,dev_fe56faab31a0,122.198.108.239,18.48521,73.83472,141.38,fashion,False,False,success,normal
txn_52997d2c58c0,acc_7d315d9821,2026-07-30 21:07:30.908905,dev_72bc1b1e514d,117.77.204.186,12.99655,77.66359,717.53,fashion,False,False,success,normal
txn_fbfc35517a5f,acc_954f9dffba,2026-07-30 21:28:15.598971,dev_88f97e2843d5,221.170.153.43,13.14069,80.42584,429.66,gaming,False,False,success,normal
txn_4ee110c6696e,acc_57c1813028,2026-07-30 21:36:17.313721,dev_a66ce26e2cfd,197.153.169.42,25.5762,85.03499,776.65,food_delivery,False,False,success,normal
txn_65db0312d6e9,acc_d837cb4208,2026-07-30 21:40:27.375317,dev_ad7e10a186db,76.92.61.13,25.56357,85.30341,645.98,b2b_services,False,False,success,normal
txn_d0728f703eee,acc_4683ad638c,2026-07-30 21:59:00.617723,dev_7a84ea25272e,220.178.191.82,28.83029,77.11121,1828.42,fashion,False,False,success,normal
txn_7ec704d982bf,acc_7dcdf14089,2026-07-30 22:02:10.040560,dev_b3f0595583ff,150.49.98.29,17.45271,78.29222,1310.81,gaming,False,False,success,normal
txn_ab87aedbd0c3,acc_ecffad4a9d,2026-07-30 22:04:12.205755,dev_0988ade29ba2,186.143.195.135,25.6589,84.99374,421.9,electronics,False,False,success,normal
txn_749a82a82cd3,acc_d234a89b28,2026-07-30 22:08:54.026815,dev_648f97361132,213.60.252.46,12.9413,77.47854,319.65,food_delivery,True,False,success,normal
txn_b3671c60603f,acc_7bb839f60e,2026-07-30 22:10:19.647061,dev_b4a90b3b2498,195.239.250.183,28.68479,77.14829,724.79,gifting,False,False,success,normal
txn_1095ea7510df,acc_8b62fecde5,2026-07-30 22:22:58.999396,dev_5595a0268392,205.116.76.150,22.58258,88.3962,2959.45,b2b_services,False,False,success,normal
txn_5b7d2959834b,acc_04a7b5d15f,2026-07-30 22:25:40.064759,dev_fda27d45bf71,143.20.181.162,18.97637,72.91381,2237.85,food_delivery,False,False,success,normal
txn_16cf082f6530,acc_c0956e99ba,2026-07-30 22:31:29.589326,dev_37ae5dc89740,192.198.81.244,17.31785,78.41248,481.06,subscription,False,False,success,normal
txn_57152596094c,acc_dc235754ab,2026-07-30 22:35:33.385753,dev_07bcd67e7f7c,136.152.229.130,18.62186,73.95099,331.08,gaming,True,False,success,normal
txn_92154f9675d9,acc_f6bcb842fc,2026-07-30 22:54:13.313907,dev_fa7d055bb197,148.98.232.221,22.5463,88.41009,2006.97,food_delivery,False,False,success,normal
txn_05e3d1996a79,acc_ffd46af31b,2026-07-30 23:00:21.657371,dev_912e7894b4fa,140.82.31.126,19.01325,72.72334,545.91,electronics,False,False,success,normal
txn_06bc55950da4,acc_d9b7649eb5,2026-07-30 23:03:16.583191,dev_fb362a89f9be,203.225.143.23,18.40301,73.87752,517.39,subscription,False,False,failed,normal
txn_3209e54c206b,acc_afa4004db7,2026-07-30 23:08:48.995046,dev_b8a1a9f1a3f6,77.59.201.84,13.10259,80.27995,487.77,food_delivery,False,False,success,normal
txn_151138329d5f,acc_fe772811bb,2026-07-30 23:11:58.124469,dev_cdfd5fbdf750,219.189.30.197,22.69801,88.40482,543.15,gaming,False,False,failed,normal
txn_fbf9a1fad3c4,acc_ddfec37884,2026-07-30 23:12:11.956960,dev_4f25d1af6f80,203.56.114.96,17.2506,78.63627,1278.14,b2b_services,False,False,success,normal
txn_33c2e220d192,acc_e3dfba2200,2026-07-30 23:12:15.183733,dev_c68689919762,197.92.140.190,28.72865,77.19898,617.52,b2b_services,False,False,success,normal
txn_1d8bca4ba391,acc_7339aad573,2026-07-30 23:21:57.332439,dev_2208974247e4,203.107.80.92,19.05293,72.78028,144.87,gaming,False,True,success,normal
txn_02e2b27a7f3a,acc_e853e1587f,2026-07-30 23:23:44.953473,dev_633e3472677f,194.55.151.245,12.97049,77.6166,219.87,travel,False,False,success,normal
txn_085427b73361,acc_8f3125663e,2026-07-30 23:25:16.990666,dev_8f8d5afb0a82,210.206.175.175,18.40694,73.91144,492.8,subscription,False,False,success,normal
txn_097248f789ea,acc_ef6bee7c5b,2026-07-30 23:34:29.729759,dev_b719746fed3c,25.164.26.217,22.6753,88.38343,606.02,gaming,False,False,success,normal
txn_7c3f2ea47f0c,acc_71060615a3,2026-07-30 23:53:23.411806,dev_730e48eccb77,136.218.241.39,17.3604,78.50632,288.51,food_delivery,False,False,success,normal
txn_5de9880e6a78,acc_d644372464,2026-07-31 00:00:21.928677,dev_3ee694a24425,16.198.78.49,12.97244,77.63,1160.51,gaming,False,False,success,normal
txn_cdd7d56b37b0,acc_283114dc53,2026-07-31 00:01:52.351750,dev_01f68b4c3ef9,64.118.250.220,18.66221,73.84531,630.23,b2b_services,False,False,success,normal
txn_20c33970d5ac,acc_a9f3425d43,2026-07-31 00:05:18.174887,dev_191a2df907f9,194.24.67.16,25.6407,85.01812,279.25,gaming,False,True,success,normal
txn_83eca4df240c,acc_7d84736392,2026-07-31 00:12:09.879571,dev_ee139344fa8c,197.38.150.235,19.09693,72.74714,710.05,gaming,False,True,success,normal
txn_25feaf5cce78,acc_ad2fb66f0a,2026-07-31 00:16:20.031449,dev_faeee72f5609,147.7.133.202,22.44586,88.41785,1524.14,gifting,False,False,success,normal
txn_551924e0a258,acc_f2529061d9,2026-07-31 00:33:16.071962,dev_b667387cd414,218.37.23.54,22.44937,88.43803,231.76,fashion,False,False,success,normal
txn_eef606f61fc9,acc_43e09120a7,2026-07-31 00:35:25.286608,dev_24f450b23287,109.12.116.179,13.06691,80.43438,288.42,gaming,False,False,success,normal
txn_05b81ac9d12f,acc_867e586313,2026-07-31 00:39:47.213788,dev_f0e0bf8e37cb,115.172.54.192,28.65534,77.19839,260.93,food_delivery,False,False,success,normal
txn_db85ea93bfc8,acc_1a67c219c6,2026-07-31 00:42:29.720243,dev_330b0296f271,25.77.23.117,28.68584,77.14792,260.48,gaming,False,False,success,normal
txn_cf36e9bf8361,acc_7bb839f60e,2026-07-31 00:47:43.001347,dev_b4a90b3b2498,128.222.47.45,28.72352,77.18905,244.74,travel,False,False,success,normal
txn_4adff9266382,acc_4b262fd784,2026-07-31 01:09:38.853296,dev_fcd63415ce21,151.130.106.123,25.47132,85.11669,314.12,gifting,False,False,success,normal
txn_12ec583273ea,acc_afa4004db7,2026-07-31 01:13:11.293566,dev_9a39940ac734,223.27.121.188,13.10749,80.07792,545.88,electronics,False,False,success,normal
txn_2330c37159e9,acc_47257113a0,2026-07-31 01:19:11.920933,dev_2791475db2e7,77.17.131.24,18.53667,73.93583,322.08,electronics,False,False,success,normal
txn_b74f2f078ceb,acc_e10667238c,2026-07-31 01:19:14.701037,dev_e979498302be,86.91.181.199,18.986,72.97105,788.63,food_delivery,False,False,success,normal
txn_1ab5bc9a71f0,acc_80a2d972ef,2026-07-31 01:27:18.104000,dev_3089fdd9c71a,172.64.164.81,13.01522,80.31158,886.66,electronics,False,False,success,normal
txn_a92e4c30ea37,acc_eeea43d170,2026-07-31 01:32:31.641681,dev_dc1a49513244,172.166.240.95,28.67786,77.13836,164.15,b2b_services,False,False,success,normal
txn_bdd7baf61fea,acc_2b66a30a5a,2026-07-31 01:33:59.996273,dev_2d8f41ce0454,1.69.176.115,12.94395,80.32014,1449.87,ecommerce_general,False,False,success,normal
txn_cc0da7a6eb58,acc_5f08ef8ed3,2026-07-31 01:43:20.051573,dev_ff8a94922471,195.9.184.34,18.43791,73.84464,2426.12,electronics,False,False,success,normal
txn_aa914b5f8758,acc_38e217f3ef,2026-07-31 01:46:16.977070,dev_6777b9828fcb,209.255.146.119,19.18929,72.92094,325.35,gaming,False,False,success,normal
txn_2e065653aee0,acc_f3315e1597,2026-07-31 01:47:29.298186,dev_b062abab45d4,221.47.10.68,18.54981,73.93137,714.38,travel,False,False,success,normal
txn_b3b634a751a6,acc_5f08ef8ed3,2026-07-31 01:50:47.746777,dev_e4ea448a5da1,204.144.155.167,18.48433,73.82559,354.41,gifting,False,False,success,normal
txn_cb55e8cd807f,acc_627738b4e0,2026-07-31 02:11:20.203780,dev_8dfb9a644eef,27.181.26.218,25.58606,85.04271,130.15,fashion,False,False,success,normal
txn_9de48f5329eb,acc_3d6a4907e2,2026-07-31 02:20:22.162340,dev_d83a513ee737,165.186.183.244,17.43304,78.3781,574.22,b2b_services,False,False,success,normal
txn_3d85d344e8d8,acc_f28aac4f19,2026-07-31 02:22:58.227564,dev_56e266af1e4e,195.69.104.251,19.09851,72.8943,515.75,b2b_services,False,False,success,normal
txn_206794e7e096,acc_adce792a3c,2026-07-31 02:32:22.683306,dev_75f2f4600313,169.152.37.194,22.61512,88.41511,135.09,electronics,False,True,success,normal
txn_01fe745a457e,acc_13312f9b2d,2026-07-31 02:42:10.704566,dev_71ba290be42c,136.8.255.82,25.47758,85.16644,1075.61,food_delivery,False,False,success,normal
txn_4d5b47ab8135,acc_3a33b6dd49,2026-07-31 02:47:33.330043,dev_e0c866463f09,138.53.9.201,28.60976,77.1424,166.18,ecommerce_general,False,False,success,normal
txn_8ba4a7b702ea,acc_c0956e99ba,2026-07-31 02:50:45.685028,dev_6d7911aee717,5.207.162.127,17.41591,78.48097,2668.3,subscription,False,False,success,normal
txn_29e7cfe1da39,acc_013698690d,2026-07-31 02:59:16.975407,dev_019429155dcb,140.67.162.187,18.57167,73.69719,599.36,electronics,False,False,success,normal
txn_74829d3397aa,acc_f59ae44243,2026-07-31 03:06:21.331985,dev_a69946cdb71c,199.242.144.109,12.75598,77.47315,109.13,subscription,False,False,success,normal
txn_b8c47a212d56,acc_5268cda95b,2026-07-31 03:06:23.059572,dev_da75a641ff30,201.230.177.17,18.57362,73.82605,151.62,gaming,False,False,success,normal
txn_1e9f74ac2093,acc_eeea43d170,2026-07-31 03:14:29.317614,dev_ec7be4659203,174.129.70.179,28.57865,77.07577,434.76,gifting,False,False,success,normal
txn_8f40cb96ed04,acc_fe772811bb,2026-07-31 03:19:20.852851,dev_97ceb78c62f0,66.85.188.57,22.49922,88.39841,1986.69,b2b_services,False,False,success,normal
txn_a2004d612130,acc_c353feab00,2026-07-31 03:20:22.376090,dev_f453e5ec10be,130.179.44.143,13.18862,80.1302,2681.85,travel,False,False,success,normal
txn_e6cec3ad4323,acc_f6bcb842fc,2026-07-31 03:22:15.335159,dev_abaf7faecee6,81.240.241.24,22.55552,88.24169,396.14,subscription,False,False,success,normal
txn_cf7ea4311365,acc_0b8fbb5ce5,2026-07-31 03:35:04.707571,dev_7bdadcd28f39,8.88.61.231,22.44022,88.394,786.08,subscription,False,False,success,normal
txn_ff95f095ab83,acc_44ebcd760e,2026-07-31 03:55:31.573698,dev_93a0d51571c7,209.154.196.24,13.07739,80.26887,273.8,electronics,False,False,success,normal
txn_9c400d37dde1,acc_fb343a33b1,2026-07-31 04:02:03.892257,dev_0a8a58701e49,98.176.110.89,13.13468,77.64889,120.36,ecommerce_general,False,False,success,normal
txn_93e537b7ea7b,acc_33899230cc,2026-07-31 04:04:02.237867,dev_02ecac27bf88,211.248.238.111,13.25724,80.33224,287.08,travel,False,False,success,normal
txn_59c34aabb991,acc_3ef6174201,2026-07-31 04:08:33.032088,dev_b25c28923d1b,180.82.159.65,12.95117,80.14298,514.47,gaming,False,False,success,normal
txn_a0651faf7387,acc_c174f13b8a,2026-07-31 04:13:22.991138,dev_4f8dca96eaba,79.103.85.10,12.9716,80.15871,2910.08,travel,False,False,success,normal
txn_118ed2965489,acc_d209cc3d76,2026-07-31 04:14:52.481096,dev_dbb0b46611b1,131.114.210.4,18.42557,73.94416,755.05,gaming,False,False,success,normal
txn_b89b206a973b,acc_0746d63e20,2026-07-31 04:15:46.708475,dev_d43b7e1fcd2d,49.4.77.22,28.77153,77.28562,854.1,gifting,False,False,success,normal
txn_4f7f3326e0e5,acc_d6ed611145,2026-07-31 04:22:05.417708,dev_cd4bd66c3515,128.231.253.26,13.05542,77.56134,1088.77,ecommerce_general,False,False,failed,normal
txn_3ee3bd7e32d8,acc_5204964de5,2026-07-31 04:27:09.526302,dev_8c31a3cddf11,198.58.142.73,25.5913,85.16493,606.37,food_delivery,False,True,success,ambiguous_legit_travel
txn_cb2e9a912471,acc_0746d63e20,2026-07-31 04:31:30.326645,dev_20371f996e69,206.109.63.177,28.68645,77.18584,1409.54,subscription,False,False,success,normal
txn_64fa90c32649,acc_854d51649a,2026-07-31 04:38:39.732770,dev_4520029d634e,165.177.130.113,18.33762,73.82269,733.36,ecommerce_general,False,False,success,normal
txn_eb9d7f7a7f09,acc_43f8b0ef6e,2026-07-31 04:44:53.720079,dev_827ea73c3b9d,70.222.3.183,19.09632,72.87094,178.6,travel,False,False,success,normal
txn_f34dcf795faf,acc_ffd46af31b,2026-07-31 04:46:35.832385,dev_912e7894b4fa,193.4.129.235,19.14518,72.81572,540.79,food_delivery,False,False,success,normal
txn_6d28071916af,acc_fd1ceb28b2,2026-07-31 05:02:41.397117,dev_6ec14df57a17,150.231.157.125,22.59296,88.48875,1987.29,gifting,True,False,success,normal
txn_dcca8f2553d1,acc_b301088185,2026-07-31 05:08:27.452215,dev_0541a13364a4,219.219.183.119,28.8652,77.13659,629.23,gifting,False,False,success,normal
txn_6fa4f488e386,acc_0dc429703c,2026-07-31 05:18:00.808369,dev_899c7cfdf106,131.148.72.32,18.49239,73.83379,122.92,gifting,False,False,success,normal
txn_9167b89a1270,acc_54ae9f0d08,2026-07-31 05:22:49.257002,dev_1b89697023ac,192.134.254.88,17.31992,78.41811,886.5,gifting,True,False,success,normal
txn_2616342310ad,acc_3bbc68b21e,2026-07-31 05:26:33.634884,dev_6ab972548f7c,206.62.179.145,12.90362,77.58528,814.87,gaming,True,False,success,normal
txn_654ca4811777,acc_e17fab0246,2026-07-31 05:26:42.323926,dev_4cd5117b772a,99.72.186.228,13.12364,80.18178,324.06,travel,False,False,success,normal
txn_c2ed991c3c56,acc_078487aa2e,2026-07-31 05:32:56.418113,dev_1439a6886819,212.208.225.83,13.12314,80.18495,849.43,b2b_services,False,False,success,normal
txn_20bb4eabf219,acc_0746d63e20,2026-07-31 05:39:49.713652,dev_20371f996e69,75.77.238.163,28.67782,77.04246,514.35,travel,False,False,success,normal
txn_dd8a10650e6b,acc_c2855b7f5b,2026-07-31 05:48:54.891826,dev_a8d11b3af653,117.246.92.140,19.15067,72.9977,138.83,food_delivery,False,False,success,normal
txn_d253faff1337,acc_3a33b6dd49,2026-07-31 06:17:41.521573,dev_077f9612b853,129.110.233.121,28.80163,77.20544,1016.8,travel,False,False,success,normal
txn_8f2170a8a64c,acc_03cfc17893,2026-07-31 06:19:33.572804,dev_2fa490811f90,165.234.191.177,22.59976,88.33372,828.83,b2b_services,False,False,success,normal
txn_0a4753e28467,acc_d6ed611145,2026-07-31 06:22:57.671019,dev_2ce7a76ec102,73.166.81.146,12.97742,77.65632,759.14,gifting,False,False,success,normal
txn_d525d1eb37a8,acc_5b38e96f67,2026-07-31 06:27:12.995046,dev_d7ae9b2ecd4f,19.202.12.195,12.92322,77.68264,552.12,fashion,False,False,success,normal
txn_6be06f3238b1,acc_47bc7f4888,2026-07-31 06:31:30.571214,dev_57db6bf21a61,1.233.113.100,18.96697,72.81367,660.26,gifting,False,False,success,normal
txn_fc8179050813,acc_cba615ac7c,2026-07-31 06:35:39.702451,dev_592501569a57,190.212.152.243,25.56229,85.05082,662.98,b2b_services,False,False,success,normal
txn_d293117ba326,acc_e0f1969ea3,2026-07-31 06:40:32.479694,dev_718112f78346,88.214.220.167,28.61328,77.00628,232.69,b2b_services,False,False,success,normal
txn_35587b147c4b,acc_4ce8e328a0,2026-07-31 06:43:31.119339,dev_b76ed9d6c355,192.249.155.226,25.49308,85.07614,732.68,ecommerce_general,False,False,success,normal
txn_efe69c08054b,acc_4242b72a56,2026-07-31 07:00:44.283261,dev_077e1a0381d6,195.224.31.37,25.59768,85.18769,1019.38,subscription,False,True,success,normal
txn_7773a3d8ef83,acc_c636209aeb,2026-07-31 07:01:35.807976,dev_73e30fd626c6,112.43.250.241,17.17922,78.50538,1697.08,travel,False,False,success,normal
txn_ce642805f47a,acc_7417b1a434,2026-07-31 07:02:13.285410,dev_e51103f5e1de,211.14.247.128,19.07741,73.04406,328.95,fashion,False,False,failed,normal
txn_620a9bf01286,acc_794b08f6f7,2026-07-31 07:03:11.581901,dev_11183c37202b,221.59.118.108,25.85518,85.22159,83.38,b2b_services,False,False,success,normal
txn_2c650499afab,acc_c339ec7cd9,2026-07-31 07:04:39.431251,dev_9425bf58348f,18.146.131.183,25.5933,85.12537,534.34,b2b_services,True,False,success,ato_stealthy
txn_f7ae1321b2d1,acc_94a731784b,2026-07-31 07:15:17.732200,dev_c1ddc79fe547,145.118.6.145,25.58802,85.25676,1336.23,subscription,False,False,success,normal
txn_1d015d840f75,acc_cae35db94b,2026-07-31 07:41:30.524524,dev_4a14889be9bd,49.238.218.236,12.80293,77.46889,3777.97,subscription,False,False,success,normal
txn_3bb8c6e2f676,acc_c0d89c2c82,2026-07-31 07:42:51.118976,dev_4fa10adbbb90,170.236.224.64,18.52721,74.03952,275.28,gaming,False,False,success,normal
txn_804b608af483,acc_37f2bceb1a,2026-07-31 07:48:38.926484,dev_65c88c2513be,102.203.221.77,18.64362,73.97579,579.95,ecommerce_general,False,False,success,normal
txn_179f8e7114cb,acc_e053c66560,2026-07-31 07:56:40.705479,dev_954526225a22,212.164.42.63,17.41936,78.54798,2476.0,b2b_services,False,False,success,normal
txn_d49d447eb1fd,acc_1bb01c53d2,2026-07-31 08:01:02.792497,dev_72c006f4d332,126.51.12.38,17.40092,78.51757,129.11,food_delivery,False,False,success,normal
txn_9846404e407b,acc_7d315d9821,2026-07-31 08:02:35.192605,dev_72bc1b1e514d,219.247.18.137,13.03812,77.69339,1011.17,travel,False,False,success,normal
txn_503db0fb4c9a,acc_13312f9b2d,2026-07-31 08:04:19.504915,dev_bff491b67dba,63.38.29.91,25.43226,85.12253,1795.02,b2b_services,False,False,success,normal
txn_b6a94881be5f,acc_a560284462,2026-07-31 08:05:45.740462,dev_b081896a52d1,161.29.171.229,18.9826,72.70052,5627.92,gaming,False,False,success,normal
txn_6ca45fc99bb4,acc_d837cb4208,2026-07-31 08:17:43.504726,dev_ad7e10a186db,134.235.9.233,25.71515,85.12809,338.44,gaming,False,False,success,normal
txn_a03305a5f67c,acc_079f4c33d2,2026-07-31 08:18:24.710682,dev_a641e2140316,143.215.142.227,18.64704,74.0188,133.22,fashion,False,False,success,normal
txn_d923d1e42200,acc_d8bb9300c3,2026-07-31 08:21:20.414929,dev_5f9b4cc62a2a,136.92.59.212,12.91976,80.35708,430.77,electronics,False,True,success,normal
txn_06d55da864a6,acc_494dc9c659,2026-07-31 08:26:08.541561,dev_2551dda3236d,121.153.41.9,28.70143,77.0932,99.96,electronics,False,False,success,normal
txn_404dc1fd3f72,acc_427ba46d90,2026-07-31 08:29:25.970058,dev_1342d4a21a76,207.180.253.28,22.57626,88.32628,130.86,b2b_services,True,True,success,ato
txn_ef921160945a,acc_dd103ed112,2026-07-31 08:36:14.627625,dev_acdee41fc082,187.159.59.46,28.59753,77.02797,1302.23,fashion,False,False,success,normal
txn_eb29f75ca29a,acc_7dace9ba57,2026-07-31 08:41:46.788476,dev_5e1d69fecb2d,169.211.134.78,18.42379,74.06544,947.95,subscription,False,False,success,normal
txn_43ec1d36dd29,acc_427ba46d90,2026-07-31 08:42:55.642261,dev_1342d4a21a76,158.80.239.193,22.57626,88.32628,18079.1,subscription,True,True,success,ato
txn_920dc0354623,acc_667c9d938c,2026-07-31 08:47:10.566327,dev_06cc78209d4a,184.149.131.119,25.63261,85.184,4218.96,travel,False,False,success,normal
txn_f12b6a21caf4,acc_76396ac2ce,2026-07-31 08:49:07.669976,dev_67819675a653,149.159.163.29,17.34321,78.46464,399.98,fashion,False,False,success,normal
txn_306fe2c23838,acc_d2518f7893,2026-07-31 08:52:23.939101,dev_9452bd2c6993,148.82.93.157,13.13745,80.26108,112.44,ecommerce_general,False,False,success,normal
txn_2ee5db0c4892,acc_3703ff9e9d,2026-07-31 08:54:23.646054,dev_6bfe9a3df55f,174.41.141.163,12.84663,77.5372,186.45,fashion,False,False,success,normal
txn_cc2c4cad058c,acc_fbd2eef75e,2026-07-31 08:56:26.971042,dev_10c32bb753ed,137.198.164.103,28.65526,76.99983,306.32,travel,False,False,success,normal
txn_1d1f3b30cd35,acc_7374e7bc00,2026-07-31 08:56:56.312712,dev_0fefc1ce1227,101.84.191.180,25.5006,85.1215,263.98,electronics,False,False,success,normal
txn_506bbea96596,acc_81a9a7f90a,2026-07-31 08:59:00.899828,dev_36d743ad728b,155.78.225.159,13.02168,77.61901,2422.76,b2b_services,False,False,success,normal
txn_95b5210195d2,acc_00acac9c44,2026-07-31 09:02:28.121717,dev_53eb70f63c1b,210.217.151.2,25.55968,85.177,418.16,b2b_services,True,False,success,normal
txn_a843074e11bd,acc_a32434bce3,2026-07-31 09:08:06.727047,dev_dd1c66632da3,64.170.84.25,28.69743,77.09539,1885.27,ecommerce_general,False,False,success,normal
txn_40f990b2e46d,acc_907b6f9470,2026-07-31 09:16:27.378986,dev_f91f766836d6,37.205.124.218,22.53876,88.48455,200.51,fashion,False,False,success,normal
txn_56169937f815,acc_526d9db4b5,2026-07-31 09:16:33.410437,dev_c41007dae579,165.137.46.113,18.52075,73.79921,1056.97,food_delivery,True,False,success,normal
txn_3db2c9486afc,acc_ca982f0911,2026-07-31 09:24:34.428076,dev_d939059098f8,6.62.223.181,22.54132,88.33635,3366.77,travel,False,False,success,normal
txn_c46482dbd632,acc_fdbf038467,2026-07-31 09:30:10.433693,dev_19c580549231,197.1.181.77,18.4336,73.82061,906.18,fashion,False,False,success,normal
